"log_dt","shop_no","position","clk_cnt"
"2018-04-07","739336","0","2"
"2018-04-07","633214","4","2"
"2018-04-03","728265","0","1"
"2018-04-03","729494","4","1"
"2018-04-01","669675","1","1"
"2018-04-01","731429","3","1"
"2018-04-05","700098","1","1"
"2018-04-05","575236","4","1"
"2018-04-05","736008","2","1"
"2018-04-06","695313","1","1"
"2018-04-04","704928","3","1"
"2018-04-03","721161","3","1"
"2018-04-02","646931","1","1"
"2018-04-01","681353","1","1"
"2018-04-01","741846","0","5"
"2018-04-01","704950","4","1"
"2018-04-01","734138","1","2"
"2018-04-01","726778","0","5"
"2018-04-01","726627","3","2"
"2018-04-01","703324","0","5"
"2018-04-01","753688","4","4"
"2018-04-02","725989","1","1"
"2018-04-02","674856","2","1"
"2018-04-02","711231","4","4"
"2018-04-02","700724","0","2"
"2018-04-03","729691","4","2"
"2018-04-03","713027","1","2"
"2018-04-03","749852","1","2"
"2018-04-04","721274","2","1"
"2018-04-05","751736","0","1"
"2018-04-05","608413","3","1"
"2018-04-05","729577","0","4"
"2018-04-05","721462","2","1"
"2018-04-05","681359","3","1"
"2018-04-05","599765","1","1"
"2018-04-05","741178","0","1"
"2018-04-06","743534","2","4"
"2018-04-06","697851","3","4"
"2018-04-06","671092","3","1"
"2018-04-06","688198","2","4"
"2018-04-06","618553","3","4"
"2018-04-06","662721","3","1"
"2018-04-06","691536","1","2"
"2018-04-06","733875","0","2"
"2018-04-07","646554","4","1"
"2018-04-07","742806","0","5"
"2018-04-07","692477","0","5"
"2018-04-07","706214","3","2"
"2018-04-07","685403","1","1"
"2018-04-04","675539","1","3"
"2018-04-07","736504","4","5"
"2018-04-06","694468","4","1"
"2018-04-03","733472","2","3"
"2018-04-01","695386","2","1"
"2018-04-03","663689","4","1"
"2018-04-01","670913","4","2"
"2018-04-03","739370","2","1"
"2018-04-06","729856","1","4"
"2018-04-03","742406","0","1"
"2018-04-03","664441","1","1"
"2018-04-04","719376","0","2"
"2018-04-01","722059","4","2"
"2018-04-06","650091","2","3"
"2018-04-06","607085","3","1"
"2018-04-02","744859","1","3"
"2018-04-02","658455","2","1"
"2018-04-01","699221","3","1"
"2018-04-01","750895","0","1"
"2018-04-01","700873","3","4"
"2018-04-01","702772","2","2"
"2018-04-01","706226","0","1"
"2018-04-01","642160","4","2"
"2018-04-04","742898","4","1"
"2018-04-04","726679","4","3"
"2018-04-04","703085","3","1"
"2018-04-05","618551","0","2"
"2018-04-05","701572","2","1"
"2018-04-06","708915","2","2"
"2018-04-06","726627","2","1"
"2018-04-06","674072","3","3"
"2018-04-06","745995","3","2"
"2018-04-06","616597","1","3"
"2018-04-07","700722","4","4"
"2018-04-07","673871","2","2"
"2018-04-02","745517","4","1"
"2018-04-05","725177","0","3"
"2018-04-07","653216","4","1"
"2018-04-07","703359","1","3"
"2018-04-04","575522","1","2"
"2018-04-02","722425","1","2"
"2018-04-03","589334","4","1"
"2018-04-05","718746","1","1"
"2018-04-05","721941","3","1"
"2018-04-01","733673","2","2"
"2018-04-01","744607","4","3"
"2018-04-01","656463","0","3"
"2018-04-01","739472","0","2"
"2018-04-02","706586","1","1"
"2018-04-02","631574","3","1"
"2018-04-03","691535","2","1"
"2018-04-03","642469","4","1"
"2018-04-04","681026","1","1"
"2018-04-01","719109","2","1"
"2018-04-01","728525","2","1"
"2018-04-01","675472","2","1"
"2018-04-04","693672","0","1"
"2018-04-05","732290","4","2"
"2018-04-05","705274","4","1"
"2018-04-01","704947","0","1"
"2018-04-06","702899","3","2"
"2018-04-06","736890","1","3"
"2018-04-02","729626","4","1"
"2018-04-03","719323","2","1"
"2018-04-06","664441","0","1"
"2018-04-03","618307","2","1"
"2018-04-03","692491","1","2"
"2018-04-03","706166","1","1"
"2018-04-03","642160","4","1"
"2018-04-06","618095","2","1"
"2018-04-03","704114","1","2"
"2018-04-05","744349","4","1"
"2018-04-05","584916","3","1"
"2018-04-05","726309","4","2"
"2018-04-07","739095","1","2"
"2018-04-07","576845","0","1"
"2018-04-07","718050","2","1"
"2018-04-02","694958","0","3"
"2018-04-06","716445","0","1"
"2018-04-04","622370","3","1"
"2018-04-01","723321","4","1"
"2018-04-03","642476","4","1"
"2018-04-07","740891","4","1"
"2018-04-01","732244","2","1"
"2018-04-04","707574","1","1"
"2018-04-04","601459","4","1"
"2018-04-07","751184","3","2"
"2018-04-04","705557","4","1"
"2018-04-03","696554","4","1"
"2018-04-05","615301","4","2"
"2018-04-07","702902","4","1"
"2018-04-06","741721","0","1"
"2018-04-04","738085","3","1"
"2018-04-03","683222","3","1"
"2018-04-03","596223","0","2"
"2018-04-02","715108","2","1"
"2018-04-03","694011","4","2"
"2018-04-04","720000","4","1"
"2018-04-01","715155","0","3"
"2018-04-01","702098","4","1"
"2018-04-01","610111","1","1"
"2018-04-02","742233","4","3"
"2018-04-02","741338","2","1"
"2018-04-03","703547","3","1"
"2018-04-03","717202","0","2"
"2018-04-03","708984","4","1"
"2018-04-03","729626","1","1"
"2018-04-03","702098","1","3"
"2018-04-04","708174","1","1"
"2018-04-06","708245","3","1"
"2018-04-06","690519","3","2"
"2018-04-06","733850","0","1"
"2018-04-06","643911","0","1"
"2018-04-07","686282","3","2"
"2018-04-07","699546","1","4"
"2018-04-07","713068","1","1"
"2018-04-02","705307","2","1"
"2018-04-03","723551","2","3"
"2018-04-06","708856","3","1"
"2018-04-07","746059","2","4"
"2018-04-07","710374","4","2"
"2018-04-02","727842","2","3"
"2018-04-04","702087","0","1"
"2018-04-04","702900","1","2"
"2018-04-04","736821","3","3"
"2018-04-04","725687","2","1"
"2018-04-06","699546","2","3"
"2018-04-06","711888","1","6"
"2018-04-05","725110","1","1"
"2018-04-01","741622","3","3"
"2018-04-01","731799","1","4"
"2018-04-01","715077","2","1"
"2018-04-01","727941","0","4"
"2018-04-01","679061","2","3"
"2018-04-01","728831","0","1"
"2018-04-01","656402","4","1"
"2018-04-02","730100","3","1"
"2018-04-02","622370","0","1"
"2018-04-02","731467","2","3"
"2018-04-03","729609","4","1"
"2018-04-03","628125","2","1"
"2018-04-03","670643","0","1"
"2018-04-04","622808","4","1"
"2018-04-04","728527","1","1"
"2018-04-04","731863","2","1"
"2018-04-04","740518","3","1"
"2018-04-05","725917","2","1"
"2018-04-05","720051","3","1"
"2018-04-05","722655","3","3"
"2018-04-05","654606","0","1"
"2018-04-05","700904","0","3"
"2018-04-05","753688","4","5"
"2018-04-05","736504","2","3"
"2018-04-05","706166","4","1"
"2018-04-06","736139","1","1"
"2018-04-06","603655","1","1"
"2018-04-06","719109","0","2"
"2018-04-06","744956","0","2"
"2018-04-07","734274","3","1"
"2018-04-07","609813","2","1"
"2018-04-07","740958","2","2"
"2018-04-07","746851","4","1"
"2018-04-07","751021","1","1"
"2018-04-02","744115","0","1"
"2018-04-05","744983","1","3"
"2018-04-01","717647","3","1"
"2018-04-04","694470","3","1"
"2018-04-01","691535","4","2"
"2018-04-07","743854","0","1"
"2018-04-06","657434","3","1"
"2018-04-04","744614","0","2"
"2018-04-05","710803","4","1"
"2018-04-02","682000","3","1"
"2018-04-03","737274","3","1"
"2018-04-06","742399","1","2"
"2018-04-05","655940","4","2"
"2018-04-03","715594","0","3"
"2018-04-07","731319","4","2"
"2018-04-05","708984","1","1"
"2018-04-01","728535","3","2"
"2018-04-01","731557","4","1"
"2018-04-01","732426","2","2"
"2018-04-01","730970","2","1"
"2018-04-02","720545","1","1"
"2018-04-05","687719","4","1"
"2018-04-05","749639","2","1"
"2018-04-05","615292","3","2"
"2018-04-05","731797","2","1"
"2018-04-06","702610","0","1"
"2018-04-06","708046","0","1"
"2018-04-07","664446","1","2"
"2018-04-07","685043","1","4"
"2018-04-07","638242","3","1"
"2018-04-01","736798","1","1"
"2018-04-07","655304","2","1"
"2018-04-07","662699","4","1"
"2018-04-07","639103","3","2"
"2018-04-01","689172","1","1"
"2018-04-01","717141","0","1"
"2018-04-01","688198","2","2"
"2018-04-01","623900","2","5"
"2018-04-07","604556","1","2"
"2018-04-07","730234","0","1"
"2018-04-02","615347","4","1"
"2018-04-06","646904","4","1"
"2018-04-06","719755","1","2"
"2018-04-06","745768","0","1"
"2018-04-03","738214","0","1"
"2018-04-03","640266","4","1"
"2018-04-03","644976","2","1"
"2018-04-04","739272","2","1"
"2018-04-03","670469","1","3"
"2018-04-05","736716","4","2"
"2018-04-05","743263","4","1"
"2018-04-05","729294","0","1"
"2018-04-05","729691","3","1"
"2018-04-05","646936","4","3"
"2018-04-07","726655","4","2"
"2018-04-02","735541","2","1"
"2018-04-02","686282","2","1"
"2018-04-06","613253","3","1"
"2018-04-05","674572","1","1"
"2018-04-06","711898","2","1"
"2018-04-07","658963","1","1"
"2018-04-07","733911","4","1"
"2018-04-07","742423","2","2"
"2018-04-02","735066","3","1"
"2018-04-06","741212","2","1"
"2018-04-06","730542","0","1"
"2018-04-01","658267","2","1"
"2018-04-04","708915","3","1"
"2018-04-01","745834","2","1"
"2018-04-04","723321","0","1"
"2018-04-03","738650","1","1"
"2018-04-03","735977","4","1"
"2018-04-06","670639","0","1"
"2018-04-01","696554","2","1"
"2018-04-07","697519","3","1"
"2018-04-06","727999","4","1"
"2018-04-01","716226","2","2"
"2018-04-01","719735","2","5"
"2018-04-01","685310","2","3"
"2018-04-01","720003","0","7"
"2018-04-01","618446","0","2"
"2018-04-01","668086","0","2"
"2018-04-01","703259","1","4"
"2018-04-01","688210","1","3"
"2018-04-01","697320","4","2"
"2018-04-01","618307","3","3"
"2018-04-01","685403","3","1"
"2018-04-02","656402","1","3"
"2018-04-02","631675","3","1"
"2018-04-03","607263","0","1"
"2018-04-03","734912","4","4"
"2018-04-03","657434","3","3"
"2018-04-03","677753","0","2"
"2018-04-03","708840","1","1"
"2018-04-04","710099","4","1"
"2018-04-04","722273","2","2"
"2018-04-04","634131","3","1"
"2018-04-04","729254","1","1"
"2018-04-05","745564","0","7"
"2018-04-05","585384","0","2"
"2018-04-05","724022","4","1"
"2018-04-05","729458","1","1"
"2018-04-05","716445","4","1"
"2018-04-05","744524","2","3"
"2018-04-05","736721","4","1"
"2018-04-05","725189","3","1"
"2018-04-06","646316","0","4"
"2018-04-06","702937","3","5"
"2018-04-06","738085","3","2"
"2018-04-06","677753","3","1"
"2018-04-06","729868","0","4"
"2018-04-06","592176","2","3"
"2018-04-06","685840","0","3"
"2018-04-06","743657","2","1"
"2018-04-07","692064","0","13"
"2018-04-07","727300","2","2"
"2018-04-07","743883","0","2"
"2018-04-07","618553","2","5"
"2018-04-07","700945","0","2"
"2018-04-05","735173","2","1"
"2018-04-07","655571","1","2"
"2018-04-07","739032","3","1"
"2018-04-04","745516","3","1"
"2018-04-02","733528","1","3"
"2018-04-03","637443","3","1"
"2018-04-06","693672","4","1"
"2018-04-06","719254","2","1"
"2018-04-05","710100","3","1"
"2018-04-04","692384","2","2"
"2018-04-01","739457","3","2"
"2018-04-03","746554","1","2"
"2018-04-02","737563","2","2"
"2018-04-04","672877","0","1"
"2018-04-02","741541","0","2"
"2018-04-03","678625","0","2"
"2018-04-06","725220","0","1"
"2018-04-06","750135","0","1"
"2018-04-04","575090","0","1"
"2018-04-04","615292","4","1"
"2018-04-05","744496","0","5"
"2018-04-02","713140","2","1"
"2018-04-02","680075","2","1"
"2018-04-06","629011","4","2"
"2018-04-01","716832","0","3"
"2018-04-01","735341","3","1"
"2018-04-02","668074","1","1"
"2018-04-02","646751","0","1"
"2018-04-02","744068","2","5"
"2018-04-03","618307","4","3"
"2018-04-03","721616","0","2"
"2018-04-04","746059","1","1"
"2018-04-04","731624","2","1"
"2018-04-05","655571","0","2"
"2018-04-05","690540","3","3"
"2018-04-05","604476","1","1"
"2018-04-05","575316","1","1"
"2018-04-07","706189","0","1"
"2018-04-07","718803","2","1"
"2018-04-07","704098","1","1"
"2018-04-07","687017","4","1"
"2018-04-07","638234","3","1"
"2018-04-01","650711","2","2"
"2018-04-07","734344","3","1"
"2018-04-07","717124","3","1"
"2018-04-04","710955","2","1"
"2018-04-04","747014","2","1"
"2018-04-01","637253","1","1"
"2018-04-01","734592","0","1"
"2018-04-02","670469","2","2"
"2018-04-02","702151","2","1"
"2018-04-03","733472","3","2"
"2018-04-03","637982","1","1"
"2018-04-03","575095","1","2"
"2018-04-03","733641","2","1"
"2018-04-04","703277","2","2"
"2018-04-04","727384","3","1"
"2018-04-05","633533","0","2"
"2018-04-05","743270","1","1"
"2018-04-06","741968","0","1"
"2018-04-06","643023","4","2"
"2018-04-06","741538","2","1"
"2018-04-06","712511","4","1"
"2018-04-06","700709","1","2"
"2018-04-06","615355","4","3"
"2018-04-06","665355","1","1"
"2018-04-07","661455","2","1"
"2018-04-07","619804","0","1"
"2018-04-01","722425","0","2"
"2018-04-01","733176","4","1"
"2018-04-03","643372","2","1"
"2018-04-01","729805","1","3"
"2018-04-01","718045","1","1"
"2018-04-02","716189","2","2"
"2018-04-02","735496","4","1"
"2018-04-03","728542","2","2"
"2018-04-03","721450","1","2"
"2018-04-03","717119","0","1"
"2018-04-04","682033","0","1"
"2018-04-05","739289","2","1"
"2018-04-05","713503","3","1"
"2018-04-05","642692","4","1"
"2018-04-05","735477","0","1"
"2018-04-01","726621","2","1"
"2018-04-06","685309","0","1"
"2018-04-06","642160","4","1"
"2018-04-06","730689","0","2"
"2018-04-06","729672","1","2"
"2018-04-06","636393","4","1"
"2018-04-02","740013","3","1"
"2018-04-06","695507","4","1"
"2018-04-07","652647","0","1"
"2018-04-02","727140","2","1"
"2018-04-02","710904","3","1"
"2018-04-02","736729","2","1"
"2018-04-07","694013","4","1"
"2018-04-07","739472","0","1"
"2018-04-07","716924","4","1"
"2018-04-03","701575","2","2"
"2018-04-04","737557","0","1"
"2018-04-06","746539","0","1"
"2018-04-02","730100","0","1"
"2018-04-07","708325","4","1"
"2018-04-04","729921","1","1"
"2018-04-07","737643","3","1"
"2018-04-06","749460","2","1"
"2018-04-01","737030","0","1"
"2018-04-01","621029","3","4"
"2018-04-01","681290","1","2"
"2018-04-01","733875","2","4"
"2018-04-01","744349","0","2"
"2018-04-01","712265","4","5"
"2018-04-01","741201","1","5"
"2018-04-01","637941","1","5"
"2018-04-02","708972","3","1"
"2018-04-02","616098","4","2"
"2018-04-03","696918","4","3"
"2018-04-04","722730","3","2"
"2018-04-05","746320","2","1"
"2018-04-05","743883","3","1"
"2018-04-05","713402","3","2"
"2018-04-05","750726","1","3"
"2018-04-06","708927","2","1"
"2018-04-06","609547","0","1"
"2018-04-06","726242","2","3"
"2018-04-06","704517","4","2"
"2018-04-06","673871","2","2"
"2018-04-06","747391","0","5"
"2018-04-06","737183","0","3"
"2018-04-07","701701","1","1"
"2018-04-07","728875","1","4"
"2018-04-07","643911","0","2"
"2018-04-01","743883","1","4"
"2018-04-01","722059","3","2"
"2018-04-01","731429","1","4"
"2018-04-01","692094","2","2"
"2018-04-01","657926","2","1"
"2018-04-01","618551","2","3"
"2018-04-02","735374","3","1"
"2018-04-02","616196","1","3"
"2018-04-01","701976","3","2"
"2018-04-04","607502","2","1"
"2018-04-04","577790","0","2"
"2018-04-01","743854","0","1"
"2018-04-01","636872","0","1"
"2018-04-05","740767","3","1"
"2018-04-06","728523","1","3"
"2018-04-07","726669","1","1"
"2018-04-01","633255","4","1"
"2018-04-03","708222","4","1"
"2018-04-03","689254","3","1"
"2018-04-03","611907","1","2"
"2018-04-03","721274","3","2"
"2018-04-07","717647","4","2"
"2018-04-03","723180","1","1"
"2018-04-07","747351","0","1"
"2018-04-04","727300","3","4"
"2018-04-04","689277","1","2"
"2018-04-04","693676","3","1"
"2018-04-04","616575","4","1"
"2018-04-01","643352","1","3"
"2018-04-04","644147","4","1"
"2018-04-05","604474","2","2"
"2018-04-01","646903","3","1"
"2018-04-01","604514","0","6"
"2018-04-05","721489","4","3"
"2018-04-05","642747","4","2"
"2018-04-05","661702","4","1"
"2018-04-05","749981","4","2"
"2018-04-05","611564","4","1"
"2018-04-05","689172","3","2"
"2018-04-01","641982","2","1"
"2018-04-03","705576","1","1"
"2018-04-06","731206","0","1"
"2018-04-03","715914","0","2"
"2018-04-06","714396","4","1"
"2018-04-06","627865","0","1"
"2018-04-03","721674","0","3"
"2018-04-05","731169","3","5"
"2018-04-03","719314","4","1"
"2018-04-04","680083","2","1"
"2018-04-06","721594","0","2"
"2018-04-04","748845","0","1"
"2018-04-07","723547","0","1"
"2018-04-07","727300","1","2"
"2018-04-04","687719","0","2"
"2018-04-07","733707","4","2"
"2018-04-07","715890","3","1"
"2018-04-07","739457","1","2"
"2018-04-07","726637","3","1"
"2018-04-07","741538","1","1"
"2018-04-04","736504","4","1"
"2018-04-07","668074","1","1"
"2018-04-06","700715","2","2"
"2018-04-05","707187","2","1"
"2018-04-03","608413","0","1"
"2018-04-06","703119","1","2"
"2018-04-05","648225","3","1"
"2018-04-05","729234","4","1"
"2018-04-05","742399","3","1"
"2018-04-05","717064","0","1"
"2018-04-07","730479","3","1"
"2018-04-07","633080","0","1"
"2018-04-07","744349","4","2"
"2018-04-06","611907","1","1"
"2018-04-07","744607","1","2"
"2018-04-02","680082","0","1"
"2018-04-07","641977","1","1"
"2018-04-01","733176","0","1"
"2018-04-04","742330","4","1"
"2018-04-04","741098","1","1"
"2018-04-01","750579","2","1"
"2018-04-02","730456","0","1"
"2018-04-03","722920","4","2"
"2018-04-01","736821","3","1"
"2018-04-02","716832","4","2"
"2018-04-05","696918","2","1"
"2018-04-05","732074","1","1"
"2018-04-03","705274","0","1"
"2018-04-05","729494","2","3"
"2018-04-01","739289","4","1"
"2018-04-03","615796","3","2"
"2018-04-05","646904","2","1"
"2018-04-05","641992","0","1"
"2018-04-05","740989","2","1"
"2018-04-05","705274","0","1"
"2018-04-06","663427","3","1"
"2018-04-06","718182","4","1"
"2018-04-06","682351","3","2"
"2018-04-06","749637","4","1"
"2018-04-06","721088","3","1"
"2018-04-06","736495","2","1"
"2018-04-06","752519","1","1"
"2018-04-07","710523","1","1"
"2018-04-07","743144","0","1"
"2018-04-07","709307","3","1"
"2018-04-07","740013","1","1"
"2018-04-07","692084","2","1"
"2018-04-07","695570","0","1"
"2018-04-04","732290","2","1"
"2018-04-04","739355","0","1"
"2018-04-03","748480","1","1"
"2018-04-01","700724","4","1"
"2018-04-02","688778","4","1"
"2018-04-01","715512","1","1"
"2018-04-04","723071","0","1"
"2018-04-07","612024","0","1"
"2018-04-03","669612","2","1"
"2018-04-03","730166","1","1"
"2018-04-05","742345","3","1"
"2018-04-01","665437","1","1"
"2018-04-01","682306","3","3"
"2018-04-01","729577","0","5"
"2018-04-01","621207","3","1"
"2018-04-01","645959","1","2"
"2018-04-01","691778","1","5"
"2018-04-01","693095","0","1"
"2018-04-01","737915","4","3"
"2018-04-01","683222","3","1"
"2018-04-02","658282","3","3"
"2018-04-02","739457","4","1"
"2018-04-02","702516","1","1"
"2018-04-02","739474","1","2"
"2018-04-03","730972","3","4"
"2018-04-03","733573","4","3"
"2018-04-03","605912","4","1"
"2018-04-04","687753","0","1"
"2018-04-04","728696","3","2"
"2018-04-04","694016","2","6"
"2018-04-04","712784","1","1"
"2018-04-04","636877","4","1"
"2018-04-04","748401","0","1"
"2018-04-04","631397","4","1"
"2018-04-04","669593","1","1"
"2018-04-05","739272","4","4"
"2018-04-05","707410","0","2"
"2018-04-05","744627","4","2"
"2018-04-05","714539","0","1"
"2018-04-06","736957","3","3"
"2018-04-06","625713","2","3"
"2018-04-06","702516","4","3"
"2018-04-06","738974","2","1"
"2018-04-07","738935","0","2"
"2018-04-07","732808","0","3"
"2018-04-07","724421","2","1"
"2018-04-07","688198","2","4"
"2018-04-07","724252","0","2"
"2018-04-07","734056","4","1"
"2018-04-07","727999","0","3"
"2018-04-07","636860","3","2"
"2018-04-07","741178","2","1"
"2018-04-07","721941","2","1"
"2018-04-07","741373","4","4"
"2018-04-07","741201","4","3"
"2018-04-06","739095","1","2"
"2018-04-05","732243","0","9"
"2018-04-06","732290","1","4"
"2018-04-05","700714","3","4"
"2018-04-07","743291","4","1"
"2018-04-01","693038","1","3"
"2018-04-01","732669","0","2"
"2018-04-01","751528","2","2"
"2018-04-01","733891","1","3"
"2018-04-01","743606","1","5"
"2018-04-01","721895","2","1"
"2018-04-01","736716","1","4"
"2018-04-01","690519","1","3"
"2018-04-01","667025","2","1"
"2018-04-02","674572","0","1"
"2018-04-02","596223","3","1"
"2018-04-02","621173","1","1"
"2018-04-02","735922","0","3"
"2018-04-02","665355","0","1"
"2018-04-01","677183","0","2"
"2018-04-03","708325","4","1"
"2018-04-03","724132","2","2"
"2018-04-01","733868","1","1"
"2018-04-04","650091","2","1"
"2018-04-05","604556","3","1"
"2018-04-05","703359","3","2"
"2018-04-05","670639","4","1"
"2018-04-05","719937","4","2"
"2018-04-02","676549","0","2"
"2018-04-02","746486","4","2"
"2018-04-02","732317","0","1"
"2018-04-06","612252","1","2"
"2018-04-06","734241","1","1"
"2018-04-02","693672","3","1"
"2018-04-02","729118","3","1"
"2018-04-06","726880","4","2"
"2018-04-03","728282","1","1"
"2018-04-06","740889","3","1"
"2018-04-06","716279","3","2"
"2018-04-07","604481","2","1"
"2018-04-07","736495","2","3"
"2018-04-07","741538","0","1"
"2018-04-04","725557","2","1"
"2018-04-07","732243","0","2"
"2018-04-07","739498","4","2"
"2018-04-07","621708","1","1"
"2018-04-05","647049","0","1"
"2018-04-07","725685","4","2"
"2018-04-07","750259","1","1"
"2018-04-05","737910","0","4"
"2018-04-04","722243","1","1"
"2018-04-02","736821","4","2"
"2018-04-01","571280","3","1"
"2018-04-05","707666","3","1"
"2018-04-04","702414","0","1"
"2018-04-06","715863","3","1"
"2018-04-04","739680","4","1"
"2018-04-06","745516","1","1"
"2018-04-07","715875","4","1"
"2018-04-07","716195","2","1"
"2018-04-07","731206","0","1"
"2018-04-07","689941","0","1"
"2018-04-07","696554","3","3"
"2018-04-06","704517","3","1"
"2018-04-02","746059","1","1"
"2018-04-03","747498","1","1"
"2018-04-01","749560","2","1"
"2018-04-01","656687","4","1"
"2018-04-02","741524","1","1"
"2018-04-02","692384","1","1"
"2018-04-03","686234","3","1"
"2018-04-03","616597","1","1"
"2018-04-03","733473","4","1"
"2018-04-04","695570","3","1"
"2018-04-04","690519","4","1"
"2018-04-04","743821","3","1"
"2018-04-04","716923","3","1"
"2018-04-05","571725","3","1"
"2018-04-05","571725","0","1"
"2018-04-05","654341","4","2"
"2018-04-05","741811","4","2"
"2018-04-05","736085","3","1"
"2018-04-05","705893","3","1"
"2018-04-05","734294","3","1"
"2018-04-06","739720","4","1"
"2018-04-06","742831","1","1"
"2018-04-06","621203","3","1"
"2018-04-07","725475","3","1"
"2018-04-07","696243","4","1"
"2018-04-07","715108","1","1"
"2018-04-02","661431","1","1"
"2018-04-02","726113","0","2"
"2018-04-07","747850","0","1"
"2018-04-01","749240","0","1"
"2018-04-05","742399","2","1"
"2018-04-07","742320","4","1"
"2018-04-04","687173","4","1"
"2018-04-05","728525","0","1"
"2018-04-01","703359","2","3"
"2018-04-01","689511","1","2"
"2018-04-01","638664","1","1"
"2018-04-01","745410","0","6"
"2018-04-01","729020","4","3"
"2018-04-01","691778","2","4"
"2018-04-01","746107","1","5"
"2018-04-01","722693","3","3"
"2018-04-01","722694","3","1"
"2018-04-01","713869","2","1"
"2018-04-01","741447","0","1"
"2018-04-02","745834","2","1"
"2018-04-02","742071","0","3"
"2018-04-02","702602","0","1"
"2018-04-02","694360","1","1"
"2018-04-02","727374","3","1"
"2018-04-03","704595","3","1"
"2018-04-03","744128","0","4"
"2018-04-03","744315","0","1"
"2018-04-03","660632","3","2"
"2018-04-03","730974","4","3"
"2018-04-03","692094","1","1"
"2018-04-03","741647","0","1"
"2018-04-04","608413","1","4"
"2018-04-04","732933","4","2"
"2018-04-04","720668","4","1"
"2018-04-04","708856","4","1"
"2018-04-04","693407","0","2"
"2018-04-05","727763","2","5"
"2018-04-05","656687","3","1"
"2018-04-05","730158","0","1"
"2018-04-05","637970","4","2"
"2018-04-05","725685","3","2"
"2018-04-05","718879","1","1"
"2018-04-06","730234","3","3"
"2018-04-06","625713","0","9"
"2018-04-06","615727","1","3"
"2018-04-06","722022","3","2"
"2018-04-06","693676","0","2"
"2018-04-06","726655","4","5"
"2018-04-06","745727","2","4"
"2018-04-06","751105","1","3"
"2018-04-06","712488","2","3"
"2018-04-07","743767","4","1"
"2018-04-07","613253","4","2"
"2018-04-07","743291","1","2"
"2018-04-07","655822","4","1"
"2018-04-07","743888","1","2"
"2018-04-07","731530","0","1"
"2018-04-07","708831","2","2"
"2018-04-07","703253","3","5"
"2018-04-07","741846","0","4"
"2018-04-07","740089","1","2"
"2018-04-07","713391","1","4"
"2018-04-07","742325","0","1"
"2018-04-02","627865","3","1"
"2018-04-06","615727","4","2"
"2018-04-02","710093","3","1"
"2018-04-03","703119","0","3"
"2018-04-05","731905","0","4"
"2018-04-03","627865","3","1"
"2018-04-01","621203","1","2"
"2018-04-03","631397","0","3"
"2018-04-02","693432","0","1"
"2018-04-05","734294","1","1"
"2018-04-01","673871","1","2"
"2018-04-01","725731","2","2"
"2018-04-01","705893","3","1"
"2018-04-01","599765","3","1"
"2018-04-01","647140","2","1"
"2018-04-01","702902","2","1"
"2018-04-01","575951","1","1"
"2018-04-01","742293","2","1"
"2018-04-01","617559","0","2"
"2018-04-01","724826","2","2"
"2018-04-01","692685","2","1"
"2018-04-02","727205","1","4"
"2018-04-02","685211","2","1"
"2018-04-02","627879","2","1"
"2018-04-03","634770","4","1"
"2018-04-04","735541","0","1"
"2018-04-04","743854","4","1"
"2018-04-04","731527","3","4"
"2018-04-04","717635","2","2"
"2018-04-04","745124","0","1"
"2018-04-05","718831","2","2"
"2018-04-05","625789","3","2"
"2018-04-05","653803","2","2"
"2018-04-06","646904","0","1"
"2018-04-06","703245","1","1"
"2018-04-06","721587","0","2"
"2018-04-06","734364","2","1"
"2018-04-06","715868","1","1"
"2018-04-06","607502","2","1"
"2018-04-06","728524","3","1"
"2018-04-06","743263","4","1"
"2018-04-06","725685","3","1"
"2018-04-07","621029","0","1"
"2018-04-04","633255","3","1"
"2018-04-07","707407","4","1"
"2018-04-07","608316","4","3"
"2018-04-05","716175","3","1"
"2018-04-07","650490","3","3"
"2018-04-07","592176","0","1"
"2018-04-07","718879","4","1"
"2018-04-07","710615","2","1"
"2018-04-06","723180","0","3"
"2018-04-06","707404","3","1"
"2018-04-06","686242","1","1"
"2018-04-07","692477","1","1"
"2018-04-07","621207","1","1"
"2018-04-03","666507","4","2"
"2018-04-02","734912","3","1"
"2018-04-02","653195","1","1"
"2018-04-07","736839","1","1"
"2018-04-07","743888","0","2"
"2018-04-03","739370","0","1"
"2018-04-02","694618","1","1"
"2018-04-06","739714","1","1"
"2018-04-06","691075","0","1"
"2018-04-03","726309","3","1"
"2018-04-06","686687","2","1"
"2018-04-05","612024","2","1"
"2018-04-04","587842","0","1"
"2018-04-07","749639","2","1"
"2018-04-05","741373","0","1"
"2018-04-02","743908","0","1"
"2018-04-03","707666","0","1"
"2018-04-01","729907","4","1"
"2018-04-01","736143","1","1"
"2018-04-01","723052","0","2"
"2018-04-01","734344","2","1"
"2018-04-01","719696","2","1"
"2018-04-02","748845","4","1"
"2018-04-02","694350","1","1"
"2018-04-02","616597","0","1"
"2018-04-03","740958","4","1"
"2018-04-03","694706","0","2"
"2018-04-04","749541","1","1"
"2018-04-04","658282","4","1"
"2018-04-04","637982","3","1"
"2018-04-05","646292","0","1"
"2018-04-05","682033","2","1"
"2018-04-05","743424","2","2"
"2018-04-05","602981","4","1"
"2018-04-05","668968","2","1"
"2018-04-06","741338","2","1"
"2018-04-06","717609","4","1"
"2018-04-06","686054","2","1"
"2018-04-06","682351","2","1"
